title,budget,year,revenue,ratio,rating,production_company,abstract,url
Collateral Damage,85000000,2002-02-06,78382433.0,1.0844266597338208,10.175502999999999,"[{'name': 'David Foster Productions', 'id': 496}, {'name': 'Bel Air Entertainment', 'id': 788}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hacienda Productions', 'id': 43717}]",,
Warrior,25000000,2011-09-09,23057115.0,1.0842640113474735,13.121626000000001,"[{'name': 'Solaris Film', 'id': 1001}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Mimran Schur Pictures', 'id': 6573}, {'name': 'Filmtribe', 'id': 12425}]",,
One for the Money,40000000,2012-01-26,36893721.0,1.0841953296063578,6.322435,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}]","""One for the Money"" is an English-language children's rhyme. Children have used it as early as the 1820s to count before starting a race or other activity.",https://en.wikipedia.org/wiki/One_for_the_Money
The Quiet American,30000000,2002-11-22,27674124.0,1.0840451535159703,8.230447,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Mirage Enterprises', 'id': 932}]",Quiet American}},https://en.wikipedia.org/wiki/The_Quiet_American
Kingpin,27000000,1996-07-04,25023434.0,1.0789885992466102,11.633347,"[{'name': 'Motion Picture Corporation of America', 'id': 2090}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","Kingpin or king pin, originally a target in early ball games like ground billiards, has taken on a meaning of 'key component' and metaphorically of 'boss'. Today, it may refer to:",https://en.wikipedia.org/wiki/Kingpin
Untraceable,35000000,2008-01-22,32483410.0,1.077473085491948,7.85217,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cohen/Pearl Productions', 'id': 2397}, {'name': 'Screen Gems', 'id': 3287}]",| story          = Robert FyvolentMark Brinker,https://en.wikipedia.org/wiki/Untraceable
Matilda,36000000,1996-08-02,33459416.0,1.075930315101734,10.034915,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'TriStar Pictures', 'id': 559}]",Matilda or Mathilda may refer to:,https://en.wikipedia.org/wiki/Matilda
Fired Up!,20000000,2009-02-20,18599102.0,1.0753207332267978,6.312206,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Moving Pictures, DPI', 'id': 7947}, {'name': 'Weinstock Productions', 'id': 16946}, {'name': 'Gross Entertainment', 'id': 87390}]",| writer         = Freedom Jones,https://en.wikipedia.org/wiki/Fired_Up!
Snowden,40000000,2016-09-15,37279439.0,1.0729775198602103,14.384554000000001,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Onda Entertainment', 'id': 11802}, {'name': 'KrautPack Entertainment', 'id': 51570}]",Snowden may refer to:,https://en.wikipedia.org/wiki/Snowden
Doom,60000000,2005-10-20,55987321.0,1.0716712092725422,11.953553,"[{'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'John Wells Productions', 'id': 1512}, {'name': 'Reaper Productions', 'id': 2539}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Babelsberg Film', 'id': 19481}, {'name': 'Doom Productions', 'id': 19922}, {'name': 'Distant Planet Productions', 'id': 19923}]",Doom is another name for damnation.,https://en.wikipedia.org/wiki/Doom
Edge of Darkness,80000000,2010-01-29,74901339.0,1.0680716936181875,9.554067,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'BBC Films', 'id': 288}, {'name': 'GK Films', 'id': 3281}, {'name': 'Warner Bros.', 'id': 6194}]",| director             = Martin Campbell,https://en.wikipedia.org/wiki/Edge_of_Darkness
Bicentennial Man,100000000,1999-12-17,93700000.0,1.0672358591248665,9.369917999999998,"[{'name': 'Laurence Mark Productions', 'id': 415}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Radiant Productions', 'id': 18990}]",,
In the Heart of the Sea,100000000,2015-11-20,93820758.0,1.0658622050356916,11.696923,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Roth Films', 'id': 16314}, {'name': 'K. JAM Media', 'id': 17888}, {'name': 'Cott Productions', 'id': 24175}, {'name': 'Surf Film', 'id': 34401}, {'name': 'Enelmar Productions, A.I.E.', 'id': 63571}]",220px|right|thumb|The [[Essex (1799 whaleship)|Essex struck by a whale — a sketch by Thomas Nickerson ]],https://en.wikipedia.org/wiki/In_the_Heart_of_the_Sea
Captain Ron,24000000,1992-09-18,22518097.0,1.0658094243043716,5.429614,"[{'name': 'Touchwood Pacific Partners 1', 'id': 8830}, {'name': 'Touchstone Pictures', 'id': 9195}]",| music          = Nicholas Pike,https://en.wikipedia.org/wiki/Captain_Ron
15 Minutes,60000000,2001-03-01,56359980.0,1.064585189703758,12.149946,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Industry Entertainment', 'id': 376}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'New Redemption Pictures', 'id': 67171}]",| writer         = John Herzfeld,https://en.wikipedia.org/wiki/15_Minutes
Ben-Hur,100000000,2016-08-17,94061311.0,1.0631363621967804,11.51021,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Sean Daniel Company', 'id': 19857}, {'name': 'LightWorkers Media', 'id': 23920}]",Ben-Hur or Ben Hur may refer to:,https://en.wikipedia.org/wiki/Ben-Hur
Bad Company,70000000,2002-06-07,65977295.0,1.0609710507228283,9.540021000000001,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Stillking Films', 'id': 11345}]","| years_active     = 1973–1982, 1986–1999, 2001–2002, 2008–present",https://en.wikipedia.org/wiki/Bad_Company
The Losers,25000000,2010-04-23,23580000.0,1.0602205258693809,12.798366999999999,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}]",The Losers may refer to:,https://en.wikipedia.org/wiki/The_Losers
Bangkok Dangerous,45000000,2008-08-21,42487390.0,1.0591377818218535,6.576009,"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Initial Entertainment Group', 'id': 704}, {'name': 'Saturn Films', 'id': 831}, {'name': 'International Production Company', 'id': 1507}, {'name': 'Blue Star Pictures', 'id': 2779}, {'name': 'Living Films', 'id': 2877}, {'name': 'Bangkok Dangerous', 'id': 2878}]",Bangkok Dangerous may refer to:,https://en.wikipedia.org/wiki/Bangkok_Dangerous
Home on the Range,110000000,2004-04-02,103951461.0,1.058186185569821,8.555544,"[{'name': 'Walt Disney Pictures', 'id': 2}]",}},https://en.wikipedia.org/wiki/Home_on_the_Range
Norm of the North,18000000,2016-01-14,17062499.0,1.0549451167733401,7.008103,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Splash Entertainment', 'id': 67327}, {'name': 'Telegael', 'id': 72280}, {'name': 'Assemblage Entertainment', 'id': 72281}]",| writer         =,https://en.wikipedia.org/wiki/Norm_of_the_North
The Age of Innocence,34000000,1993-09-17,32255440.0,1.0540857604174676,8.013617,"[{'name': 'Columbia Pictures', 'id': 5}]","The Age of Innocence is a 1920 novel by American author Edith Wharton. It was her twelfth novel, and was initially serialized in 1920 in four parts, in the magazine Pictorial Review.",https://en.wikipedia.org/wiki/The_Age_of_Innocence
Green Zone,100000000,2010-03-11,94882889.0,1.0539308093791284,11.174041,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Working Title Films', 'id': 10163}]",thumb|View of the Green Zone in Baghdad,https://en.wikipedia.org/wiki/Green_Zone
The Rundown,85000000,2003-09-26,80916492.0,1.0504657072874588,8.304835,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'Misher Films', 'id': 11581}, {'name': 'IM3 Entertainment', 'id': 90249}]",|music      = Harry Gregson-Williams,https://en.wikipedia.org/wiki/The_Rundown
Quest for Camelot,40000000,1998-05-15,38172500.0,1.0478747789639138,13.02535,"[{'name': 'Warner Bros.', 'id': 6194}]",| screenplay  =,https://en.wikipedia.org/wiki/Quest_for_Camelot
Center Stage,18000000,2000-05-12,17200925.0,1.0464553505116732,10.491734,"[{'name': 'Columbia Pictures', 'id': 5}]",__NOTOC__,https://en.wikipedia.org/wiki/Center_Stage
Inkheart,60000000,2008-12-11,57490374.0,1.0436529774532342,13.570926,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Internationale Filmproduktion Blackbird Erste', 'id': 20360}]","Inkheart (German title: Tintenherz) is a 2003 young adult fantasy novel by Cornelia Funke, and the first book of the Inkheart trilogy, which was continued with Inkspell (2005) and Inkdeath (2007). The novel won the 2004 BookSense Book of the Year Award for Children's Literature.",https://en.wikipedia.org/wiki/Inkheart
The Founder,25000000,2016-11-24,23964782.0,1.043197472023739,17.523343,"[{'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'The Combine', 'id': 27450}, {'name': 'Speedie Distribution', 'id': 86024}]",| writer               = Robert Siegel,https://en.wikipedia.org/wiki/The_Founder
The Dilemma,70000000,2011-01-13,67112664.0,1.0430222230486932,7.5130669999999995,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Wild West Picture Show Productions', 'id': 2796}]",| writer         = Allan Loeb,https://en.wikipedia.org/wiki/The_Dilemma
Crimes and Misdemeanors,19000000,1989-10-13,18254702.0,1.0408277275630136,6.645295,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Jack Rollins & Charles H. Joffe Productions', 'id': 13309}]",| music          = Franz Schubert,https://en.wikipedia.org/wiki/Crimes_and_Misdemeanors
Faster,24000000,2010-11-23,23081726.0,1.0397835933066704,9.014972,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'State Street Pictures', 'id': 3356}, {'name': 'CBS Films', 'id': 5490}]",Faster or FASTER may refer to:,https://en.wikipedia.org/wiki/Faster
G.I. Jane,50000000,1997-08-22,48169156.0,1.0380086377265982,9.37934,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'First Independent Films', 'id': 1643}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Trap-Two-Zero Productions', 'id': 1646}]",| screenplay     =,https://en.wikipedia.org/wiki/G.I._Jane
The Wicker Man,40000000,2006-09-01,38755073.0,1.0321229429757492,9.423256,"[{'name': 'Saturn Films', 'id': 831}, {'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Nu Image Entertainment GmbH', 'id': 4741}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG III', 'id': 10885}, {'name': 'Wicker Man Productions', 'id': 20453}]",| runtime        = 88 minutes,https://en.wikipedia.org/wiki/The_Wicker_Man
American Ultra,28000000,2015-08-19,27139524.0,1.0317056408211138,9.534828,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Likely Story', 'id': 1785}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Circle of Confusion', 'id': 23921}, {'name': 'The Bridge Finance Company', 'id': 39707}, {'name': 'Merced Media Partners', 'id': 45358}, {'name': 'PalmStar Media', 'id': 49152}]",| writer         = Max Landis,https://en.wikipedia.org/wiki/American_Ultra
Alatriste,24000000,2006-09-01,23321954.0,1.0290732929153363,5.035414,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Estudios Picasso', 'id': 2029}, {'name': 'NBC Universal Global Networks', 'id': 2975}, {'name': 'Origen Producciones Cinematograficas S.A.', 'id': 3315}]",| runtime        = 145 minutes,https://en.wikipedia.org/wiki/Alatriste
HOUBA! On the Trail of the Marsupilami,50000000,2012-04-03,48600000.0,1.02880658436214,10.409049000000001,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Pathé', 'id': 7981}]",,
Bulworth,30000000,1998-05-15,29202884.0,1.0272957972233154,3.3853419999999996,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",| screenplay     =,https://en.wikipedia.org/wiki/Bulworth
The Next Best Thing,25000000,2000-03-03,24362772.0,1.0261558085426403,2.9719990000000003,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Lakeshore Entertainment', 'id': 126}]",| writer         = Tom Ropelewski,https://en.wikipedia.org/wiki/The_Next_Best_Thing
Exorcist: The Beginning,80000000,2004-08-20,78000586.0,1.0256333202419787,13.02369,"[{'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Dominion Productions', 'id': 36452}]",| based_on       =,https://en.wikipedia.org/wiki/Exorcist:_The_Beginning
Fred Claus,100000000,2007-11-03,97838349.0,1.0220941074956202,5.502098,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jessie Nelson Productions', 'id': 53061}, {'name': 'David Dobkin Productions', 'id': 53062}]",| runtime        = 116 minutes,https://en.wikipedia.org/wiki/Fred_Claus
The Frighteners,30000000,1996-07-18,29359216.0,1.0218256509301884,12.09096,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Universal Pictures', 'id': 33}]",| writer         =,https://en.wikipedia.org/wiki/The_Frighteners
Biker Boyz,24000000,2003-01-31,23510601.0,1.0208160990865354,11.269558,"[{'name': 'DreamWorks Pictures', 'id': 7293}]",| writer         =,https://en.wikipedia.org/wiki/Biker_Boyz
On Deadly Ground,50000000,1994-02-18,49000000.0,1.0204081632653061,6.678661,"[{'name': 'Warner Bros.', 'id': 6194}]",| music          = Basil Poledouris,https://en.wikipedia.org/wiki/On_Deadly_Ground
The Black Dahlia,50000000,2006-09-15,49111202.0,1.0180976633396186,6.506572,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'Linson Entertainment', 'id': 4700}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG III', 'id': 10885}, {'name': 'Nu Image Entertainment GmbH', 'id': 22443}]",,
Sex Drive,19000000,2008-10-16,18755936.0,1.0130126270424467,9.106146,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Alloy Entertainment', 'id': 10067}, {'name': 'Goldcrest Pictures', 'id': 11843}]","Sex drive refers to libido, a person's drive for sexual activity.",https://en.wikipedia.org/wiki/Sex_Drive
Evan Almighty,175000000,2007-06-09,173000000.0,1.0115606936416186,9.156877,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Original Film', 'id': 333}, {'name': 'Playtone', 'id': 4171}, {'name': 'Relativity Media', 'id': 7295}]",| screenplay     = Steve Oedekerk,https://en.wikipedia.org/wiki/Evan_Almighty
Zathura: A Space Adventure,65000000,2005-11-06,64321501.0,1.0105485566949068,10.695639,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Teitler Film', 'id': 2550}, {'name': 'Michael De Luca Productions', 'id': 11370}, {'name': 'Radar Pictures', 'id': 14718}]",| screenplay     =,https://en.wikipedia.org/wiki/Zathura:_A_Space_Adventure
Fire in the Sky,19885552,1993-03-12,19724334.0,1.0081735586103946,6.118228,"[{'name': 'Paramount Pictures', 'id': 4}]",| starring       =,https://en.wikipedia.org/wiki/Fire_in_the_Sky
Raising Helen,50000000,2004-05-27,49718611.0,1.0056596311590442,12.448933,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Mandeville Films', 'id': 10227}]",| runtime        = 119 minutes,https://en.wikipedia.org/wiki/Raising_Helen
The 33,25000000,2015-08-06,24902723.0,1.0039062796466074,8.383246,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Fabula', 'id': 24459}, {'name': 'Half Circle', 'id': 60255}]",| screenplay           =,https://en.wikipedia.org/wiki/The_33
Serenity,39000000,2005-08-25,38869464.0,1.0033583174699812,11.919995,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Barry Mendel Productions', 'id': 17032}]",Serenity may refer to:,https://en.wikipedia.org/wiki/Serenity
The Brave One,70000000,2007-09-14,69766619.0,1.0033451671206828,11.8027,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",The Brave One can refer to:,https://en.wikipedia.org/wiki/The_Brave_One
Win a Date with Tad Hamilton!,17000000,2004-01-23,16980098.0,1.00117207804101,5.924226,"[{'name': 'DreamWorks SKG', 'id': 27}]",,
Where the Wild Things Are,100000000,2009-10-16,100086793.0,0.9991328226492381,12.36223,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Playtone', 'id': 4171}, {'name': 'Wild Things Productions', 'id': 5289}, {'name': 'Warner Bros.', 'id': 6194}]",,
Beautiful Creatures,60000000,2013-02-13,60052138.0,0.9991317877808114,20.485203,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Belle Pictures', 'id': 32184}, {'name': '3 Arts Entertainment', 'id': 36390}]",Beautiful Creatures may refer to:,https://en.wikipedia.org/wiki/Beautiful_Creatures
Absolute Power,50000000,1997-02-14,50068310.0,0.9986356639559034,7.661239999999999,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Malpaso Productions', 'id': 171}]",Absolute Power may refer to:,https://en.wikipedia.org/wiki/Absolute_Power
The Hunchback of Notre Dame,100000000,1996-06-21,100138851.0,0.9986134152867402,13.553999,"[{'name': 'Walt Disney Pictures', 'id': 2}]",,
Death Proof,25000000,2007-05-21,25037897.0,0.9984864144141179,13.412137,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'Rodriguez International Pictures', 'id': 45194}]",| writer         = Quentin Tarantino,https://en.wikipedia.org/wiki/Death_Proof
The Watch,68000000,2012-07-26,68267862.0,0.9960763089372859,13.276971,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Down Productions', 'id': 37336}]",The Watch may refer to:,https://en.wikipedia.org/wiki/The_Watch
